src,dst,relation
15335662,25108518,follows
15345563,25108518,follows
16378267,25108518,follows
22986148,25108518,follows
28145061,25108518,follows
494583213,25108518,follows
18851248,25108518,follows
15935927,25108518,follows
17757642,25108518,follows
57411021,25108518,follows
19396560,25108518,follows
17928145,25108518,follows
17006036,25108518,follows
15822295,25108518,follows
18094552,25108518,follows
16019108,25108518,follows
16021468,25108518,follows
19605981,25108518,follows
1947301,25108518,follows
18914786,25108518,follows
82296803,25108518,follows
16076272,25108518,follows
57917441,52615210,follows
301012485,52615210,follows
15983110,52615210,follows
169182727,52615210,follows
38214152,52615210,follows
176745481,52615210,follows
15939596,52615210,follows
15694863,52615210,follows
59547153,52615210,follows
356564509,52615210,follows
16122373,52615210,follows
54646308,52615210,follows
121827883,52615210,follows
20731951,52615210,follows
18164272,52615210,follows
260959284,52615210,follows
118938550,52615210,follows
93236063,52615210,follows
47438401,52615210,follows
16017475,52615210,follows
57438788,52615210,follows
52520517,52615210,follows
18510860,52615210,follows
38036043,52615210,follows
59010637,52615210,follows
50684256,52615210,follows
164412502,52615210,follows
23601242,52615210,follows
23839835,52615210,follows
15470688,52615210,follows
14335586,52615210,follows
8383592,52615210,follows
69193833,52615210,follows
12655722,52615210,follows
330361451,52615210,follows
18989685,52615210,follows
18742394,52615210,follows
16228479,52615210,follows
15161984,52615210,follows
28339843,52615210,follows
478203018,52615210,follows
25003152,52615210,follows
17290902,52615210,follows
460470940,52615210,follows
15902877,52615210,follows
38413836,52615210,follows
32078497,52615210,follows
1947301,52615210,follows
17094311,52615210,follows
49697450,52615210,follows
437561031,52615210,follows
16118472,52615210,follows
147092180,52615210,follows
15727317,52615210,follows
13524182,52615210,follows
59159771,52615210,follows
34002725,52615210,follows
15818978,52615210,follows
36743910,52615210,follows
16935292,52615210,follows
16378093,52615210,follows
15335662,52615210,follows
48132847,52615210,follows
14287094,52615210,follows
21144314,52615210,follows
170254080,52615210,follows
393705173,52615210,follows
16076032,52615210,follows
47349506,52615210,follows
10117892,52615210,follows
55355654,52615210,follows
466519303,52615210,follows
174272266,52615210,follows
16403723,52615210,follows
15458181,52615210,follows
18979104,52615210,follows
7900962,52615210,follows
19985189,52615210,follows
65698096,52615210,follows
16469809,52615210,follows
17144115,52615210,follows
14855994,52615210,follows
212657985,52615210,follows
46213956,52615210,follows
20479813,52615210,follows
45629254,52615210,follows
14588748,52615210,follows
18706257,52615210,follows
348010835,52615210,follows
63004503,52615210,follows
4207961,52615210,follows
61249886,52615210,follows
72227167,52615210,follows
32207712,52615210,follows
189376144,52615210,follows
17824099,52615210,follows
32331111,52615210,follows
25368431,52615210,follows
2329066872,52615210,follows
40758652,52615210,follows
16129920,52615210,follows
28796289,52615210,follows
415854742,52615210,follows
236026761,52615210,follows
20343694,52615210,follows
24223641,52615210,follows
24615237,52615210,follows
15087011,52615210,follows
22986148,52615210,follows
114028457,52615210,follows
18771370,52615210,follows
34707884,52615210,follows
1286312880,52615210,follows
14478260,52615210,follows
125115830,52615210,follows
14677919,52615210,follows
21005767,52615210,follows
57411021,52615210,follows
5971922,52615210,follows
15985111,52615210,follows
171691486,52615210,follows
313070057,52615210,follows
14292458,52615210,follows
16076272,52615210,follows
73416019,52615210,follows
33986037,52615210,follows
15763959,52615210,follows
14606079,52615210,follows
453319164,52615210,follows
71139326,52615210,follows
6508552,20731951,follows
15939596,20731951,follows
16303106,20731951,follows
41891860,20731951,follows
121489431,20731951,follows
124690469,20731951,follows
52615210,20731951,follows
20508720,20731951,follows
118177842,20731951,follows
16013368,20731951,follows
23047519,20731951,follows
188809568,20731951,follows
16017475,20731951,follows
19884044,20731951,follows
37501003,20731951,follows
22870101,20731951,follows
622024793,20731951,follows
15667291,20731951,follows
17328222,20731951,follows
79326565,20731951,follows
15470688,20731951,follows
69193833,20731951,follows
12849262,20731951,follows
462319753,20731951,follows
17688714,20731951,follows
290101954,20731951,follows
16007312,20731951,follows
38975663,20731951,follows
321589427,20731951,follows
24789175,20731951,follows
69181624,20731951,follows
1634248890,20731951,follows
327508167,20731951,follows
14139600,20731951,follows
714891474,20731951,follows
135897307,20731951,follows
335972576,20731951,follows
15818978,20731951,follows
116009193,20731951,follows
14287094,20731951,follows
792329258,20731951,follows
33276161,20731951,follows
8548612,20731951,follows
38060296,20731951,follows
16537865,20731951,follows
14717197,20731951,follows
27511061,20731951,follows
171520279,20731951,follows
41177378,20731951,follows
15634728,20731951,follows
38271276,20731951,follows
122448174,20731951,follows
18544958,20731951,follows
52105542,20731951,follows
25344328,20731951,follows
28819793,20731951,follows
348010835,20731951,follows
16077147,20731951,follows
61249886,20731951,follows
26657119,20731951,follows
50684256,20731951,follows
167792994,20731951,follows
218597735,20731951,follows
50381166,20731951,follows
1027678579,20731951,follows
313557365,20731951,follows
1001734520,20731951,follows
19347833,20731951,follows
2355032443,20731951,follows
16935292,20731951,follows
770648450,20731951,follows
16589206,20731951,follows
5611932,20731951,follows
30001583,20731951,follows
130617778,20731951,follows
15935927,20731951,follows
198584761,20731951,follows
20406724,20731951,follows
241288268,20731951,follows
62665162,20731951,follows
12750,20731951,follows
96637391,20731951,follows
15985111,20731951,follows
2697691,20731951,follows
19605981,20731951,follows
18641382,20731951,follows
313070057,20731951,follows
38535659,20731951,follows
22063600,20731951,follows
24932852,20731951,follows
15763959,20731951,follows
117543420,20731951,follows
30073343,20731951,follows
160010755,20731951,follows
16122373,20731951,follows
38214152,20731951,follows
414962189,20731951,follows
15407632,20731951,follows
17418770,20731951,follows
25342485,20731951,follows
10117892,20731951,follows
66533920,20731951,follows
15450660,20731951,follows
15022633,20731951,follows
148529707,20731951,follows
539607474,20731951,follows
29465136,20731951,follows
362682936,20731951,follows
5743162,20731951,follows
1260571208,20731951,follows
134599244,20731951,follows
2574103121,20731951,follows
30050899,20731951,follows
75033178,20731951,follows
27071068,20731951,follows
29283,20731951,follows
330361451,20731951,follows
18989685,20731951,follows
111929982,20731951,follows
15161984,20731951,follows
65045121,20731951,follows
77314692,20731951,follows
395172492,20731951,follows
17969805,20731951,follows
460470940,20731951,follows
49697450,20731951,follows
17757642,20731951,follows
199400127,20731951,follows
107137730,20731951,follows
563819203,20731951,follows
16118472,20731951,follows
85322445,20731951,follows
4816,20731951,follows
19608273,20731951,follows
13058782,20731951,follows
928481,20731951,follows
48132847,20731951,follows
14885620,20731951,follows
15041273,20731951,follows
628996868,20731951,follows
339925767,20731951,follows
234535697,20731951,follows
338608917,20731951,follows
40807200,20731951,follows
19985189,20731951,follows
756331316,20731951,follows
7794142,20731951,follows
6531902,20731951,follows
5907272,20731951,follows
19377975,20731951,follows
14588748,20731951,follows
2423872334,20731951,follows
475286355,20731951,follows
15950681,20731951,follows
93236063,20731951,follows
17488736,20731951,follows
460858220,20731951,follows
18776942,20731951,follows
25758575,20731951,follows
167594814,20731951,follows
846187382,20731951,follows
194129729,20731951,follows
319675272,20731951,follows
12764042,20731951,follows
20343694,20731951,follows
45585297,20731951,follows
16317345,20731951,follows
14302121,20731951,follows
52652974,20731951,follows
14478260,20731951,follows
47408060,20731951,follows
83665853,20731951,follows
8719302,20731951,follows
15776713,20731951,follows
152570227,20731951,follows
44682193,20731951,follows
38507478,20731951,follows
17650854,20731951,follows
14757714,20731951,follows
152103928,20731951,follows
383071230,20731951,follows
36176898,20731951,follows
77540359,20731951,follows
176745481,20731951,follows
220062736,20731951,follows
154045477,20731951,follows
759786534,20731951,follows
746026026,20731951,follows
25946632,20731951,follows
260959284,20731951,follows
22023222,20731951,follows
32207712,20731951,follows
73260098,20731951,follows
318426183,20731951,follows
101557323,20731951,follows
197434444,20731951,follows
18236500,20731951,follows
23839835,20731951,follows
11382292,20731951,follows
19168381,20731951,follows
16211073,20731951,follows
478203018,20731951,follows
154963086,20731951,follows
171283600,20731951,follows
13393052,20731951,follows
36996253,20731951,follows
50496857,20731951,follows
212800808,20731951,follows
53789862,20731951,follows
46424263,20731951,follows
117810351,20731951,follows
16014522,20731951,follows
15584457,20731951,follows
14296273,20731951,follows
13524182,20731951,follows
220727844,20731951,follows
59159771,20731951,follows
166143203,20731951,follows
11388132,20731951,follows
23588075,20731951,follows
78890225,20731951,follows
46458101,20731951,follows
173634807,20731951,follows
13566,20731951,follows
16076032,20731951,follows
121827883,20731951,follows
16403723,20731951,follows
824859920,20731951,follows
44678417,20731951,follows
16041234,20731951,follows
75028014,20731951,follows
14046504,20731951,follows
16799023,20731951,follows
552119602,20731951,follows
464076088,20731951,follows
289420613,20731951,follows
1372792136,20731951,follows
16151881,20731951,follows
73416019,20731951,follows
20419924,20731951,follows
4207961,20731951,follows
14626143,20731951,follows
18963809,20731951,follows
23995748,20731951,follows
448554341,20731951,follows
87502184,20731951,follows
3022191,20731951,follows
2329066872,20731951,follows
74323323,20731951,follows
143560069,20731951,follows
40754566,20731951,follows
65801609,20731951,follows
18267544,20731951,follows
37551562,20731951,follows
22986148,20731951,follows
18771370,20731951,follows
606776750,20731951,follows
18851248,20731951,follows
38737553,20731951,follows
48973246,20731951,follows
53892543,20731951,follows
14927297,20731951,follows
17462723,20731951,follows
15949253,20731951,follows
21005767,20731951,follows
48166344,20731951,follows
82217548,20731951,follows
19826122,20731951,follows
869825995,20731951,follows
59010637,20731951,follows
15822295,20731951,follows
171691486,20731951,follows
14194144,20731951,follows
41287144,20731951,follows
27901418,20731951,follows
111631851,20731951,follows
16076272,20731951,follows
18982396,20731951,follows
21982720,20731951,follows
20622592,20731951,follows
31190530,20731951,follows
20876806,20731951,follows
169182727,20731951,follows
224739244,20731951,follows
38413836,20731951,follows
385642004,20731951,follows
41192995,20731951,follows
61550116,20731951,follows
5502502,20731951,follows
16565806,20731951,follows
16893491,20731951,follows
23991863,20731951,follows
18644548,20731951,follows
52520517,20731951,follows
45510215,20731951,follows
2225653322,20731951,follows
17006157,20731951,follows
14515799,20731951,follows
14335586,20731951,follows
335369838,20731951,follows
162152060,20731951,follows
435287678,20731951,follows
2696831,20731951,follows
28339843,20731951,follows
23023236,20731951,follows
189376144,20731951,follows
182054545,20731951,follows
17290902,20731951,follows
316901024,20731951,follows
224079521,20731951,follows
1947301,20731951,follows
17094311,20731951,follows
28944041,20731951,follows
91180720,20731951,follows
59031230,20731951,follows
22644417,20731951,follows
24454091,20731951,follows
437561031,20731951,follows
15982292,20731951,follows
393705173,20731951,follows
308631257,20731951,follows
15808218,20731951,follows
258453217,20731951,follows
16598767,20731951,follows
49184040,20731951,follows
20707070,20731951,follows
14606079,20731951,follows
12245632,20731951,follows
47349506,20731951,follows
27221778,20731951,follows
316389142,20731951,follows
323348247,20731951,follows
14700316,20731951,follows
7900962,20731951,follows
34002725,20731951,follows
116625196,20731951,follows
16035632,20731951,follows
16469809,20731951,follows
332914487,20731951,follows
14855994,20731951,follows
48744256,20731951,follows
212657985,20731951,follows
20479813,20731951,follows
45629254,20731951,follows
51892045,20731951,follows
18706257,20731951,follows
385150802,20731951,follows
550010708,20731951,follows
15021918,20731951,follows
33347217,20731951,follows
15503210,20731951,follows
25368431,20731951,follows
39309168,20731951,follows
20713331,20731951,follows
187719555,20731951,follows
22652566,20731951,follows
18650093,20731951,follows
16594832,20731951,follows
55711637,20731951,follows
35831704,20731951,follows
58113946,20731951,follows
15978412,20731951,follows
17429832,20731951,follows
75630518,20731951,follows
50149303,20731951,follows
27744185,20731951,follows
16246715,20731951,follows
14116797,20731951,follows
72763332,20731951,follows
28241866,20731951,follows
127899595,20731951,follows
34443218,20731951,follows
359509980,20731951,follows
82296803,20731951,follows
60698597,20731951,follows
22652902,20731951,follows
6721522,20731951,follows
21786618,20731951,follows
158414847,20731951,follows
21982720,70989872,follows
133048642,70989872,follows
16017475,70989872,follows
36743910,70989872,follows
37917164,70989872,follows
12609292,70989872,follows
78890225,70989872,follows
28339843,70989872,follows
24223641,70989872,follows
68261372,70989872,follows
57917441,13676552,follows
36176898,13676552,follows
169182727,13676552,follows
18464266,13676552,follows
14073364,13676552,follows
15865878,13676552,follows
18890779,13676552,follows
21293089,13676552,follows
14957147,13676552,follows
15246892,13676552,follows
16565806,13676552,follows
20508720,13676552,follows
24773177,13676552,follows
5743162,13676552,follows
12193342,13676552,follows
131497030,13676552,follows
38036043,13676552,follows
4099171,13676552,follows
15667291,13676552,follows
15470688,13676552,follows
29283,13676552,follows
2729061,13676552,follows
8383592,13676552,follows
14116797,13676552,follows
633,13676552,follows
11435642,13676552,follows
2444931,13676552,follows
34423941,13676552,follows
810129,13676552,follows
16055954,13676552,follows
50381166,13676552,follows
14177942,13676552,follows
36996253,13676552,follows
14834340,13676552,follows
18393773,13676552,follows
14881478,13676552,follows
15859912,13676552,follows
159562452,13676552,follows
59159771,13676552,follows
15173859,13676552,follows
11388132,13676552,follows
14766317,13676552,follows
14885620,13676552,follows
102787318,13676552,follows
15041273,13676552,follows
20473084,13676552,follows
774909,13676552,follows
16076032,13676552,follows
47349506,13676552,follows
12609292,13676552,follows
42915601,13676552,follows
27221778,13676552,follows
14140695,13676552,follows
213722368,13676552,follows
16469809,13676552,follows
14529929,13676552,follows
14855994,13676552,follows
45629254,13676552,follows
14368074,13676552,follows
63004503,13676552,follows
4207961,13676552,follows
93236063,13676552,follows
7848802,13676552,follows
15607662,13676552,follows
3022191,13676552,follows
9692022,13676552,follows
105317752,13676552,follows
10886522,13676552,follows
30519678,13676552,follows
16129920,13676552,follows
15458181,13676552,follows
15458694,13676552,follows
22184329,13676552,follows
18622869,13676552,follows
15345563,13676552,follows
16211356,13676552,follows
50769309,13676552,follows
21268897,13676552,follows
14302121,13676552,follows
34707884,13676552,follows
15275677,13676552,follows
15902877,13676552,follows
15691197,13676552,follows
15949253,13676552,follows
15649736,13676552,follows
57411021,13676552,follows
5971922,13676552,follows
16195030,13676552,follows
16019108,13676552,follows
149857245,13676552,follows
14292458,13676552,follows
16076272,13676552,follows
21982720,118177842,follows
57917441,118177842,follows
16303106,118177842,follows
15446531,118177842,follows
384923143,118177842,follows
25946632,118177842,follows
18510860,118177842,follows
15694863,118177842,follows
17001490,118177842,follows
11382292,118177842,follows
4207961,118177842,follows
10117892,118177842,follows
66533920,118177842,follows
21293089,118177842,follows
23839835,118177842,follows
124690469,118177842,follows
21718571,118177842,follows
16565806,118177842,follows
20731951,118177842,follows
16893491,118177842,follows
13493302,118177842,follows
16013368,118177842,follows
5743162,118177842,follows
17488736,118177842,follows
16017475,118177842,follows
57438788,118177842,follows
37501003,118177842,follows
17006157,118177842,follows
14344784,118177842,follows
14090321,118177842,follows
30050899,118177842,follows
16955991,118177842,follows
14957147,118177842,follows
15470688,118177842,follows
330361451,118177842,follows
335369838,118177842,follows
77314692,118177842,follows
478203018,118177842,follows
15164565,118177842,follows
14177942,118177842,follows
13393052,118177842,follows
15275677,118177842,follows
224079521,118177842,follows
14834340,118177842,follows
1947301,118177842,follows
53789862,118177842,follows
49697450,118177842,follows
15220768,118177842,follows
15935927,118177842,follows
437561031,118177842,follows
16118472,118177842,follows
14764240,118177842,follows
14296273,118177842,follows
275162328,118177842,follows
15808218,118177842,follows
59159771,118177842,follows
305766622,118177842,follows
335972576,118177842,follows
14139600,118177842,follows
16326882,118177842,follows
11388132,118177842,follows
852269288,118177842,follows
14269172,118177842,follows
169182727,118177842,follows
248239533,118177842,follows
4816,118177842,follows
774909,118177842,follows
20707070,118177842,follows
14606079,118177842,follows
16076032,118177842,follows
33276161,118177842,follows
47349506,118177842,follows
148529707,118177842,follows
8548612,118177842,follows
55355654,118177842,follows
466519303,118177842,follows
241056520,118177842,follows
27221778,118177842,follows
338608917,118177842,follows
24268066,118177842,follows
34002725,118177842,follows
38271276,118177842,follows
15667291,118177842,follows
756331316,118177842,follows
14855994,118177842,follows
45629254,118177842,follows
5907272,118177842,follows
156370763,118177842,follows
14588748,118177842,follows
25913058,118177842,follows
550010708,118177842,follows
14752085,118177842,follows
63004503,118177842,follows
15950681,118177842,follows
16356190,118177842,follows
188809568,118177842,follows
383071230,118177842,follows
30490986,118177842,follows
50381166,118177842,follows
84816752,118177842,follows
20713331,118177842,follows
16935292,118177842,follows
15949696,118177842,follows
22211969,118177842,follows
15458181,118177842,follows
16129920,118177842,follows
16742806,118177842,follows
58113946,118177842,follows
15345563,118177842,follows
50769309,118177842,follows
14677919,118177842,follows
102581666,118177842,follows
50367908,118177842,follows
28145061,118177842,follows
494583213,118177842,follows
339925767,118177842,follows
14478260,118177842,follows
75630518,118177842,follows
27793335,118177842,follows
14927297,118177842,follows
21005767,118177842,follows
19826122,118177842,follows
14513611,118177842,follows
57411021,118177842,follows
17928145,118177842,follows
18851248,118177842,follows
15985111,118177842,follows
19605981,118177842,follows
7794142,118177842,follows
121827883,118177842,follows
20473084,118177842,follows
14292458,118177842,follows
334332822,118177842,follows
22063600,118177842,follows
6721522,118177842,follows
33986037,118177842,follows
465158654,118177842,follows
158414847,118177842,follows
47349506,111712308,follows
15446531,111712308,follows
15458181,111712308,follows
55355654,111712308,follows
384923143,111712308,follows
17688714,111712308,follows
14515799,111712308,follows
65946380,111712308,follows
18570258,111712308,follows
49164309,111712308,follows
334332822,111712308,follows
330502724,111712308,follows
84653850,111712308,follows
15164565,111712308,follows
20508720,111712308,follows
7900962,111712308,follows
566603099,111712308,follows
14834340,111712308,follows
50325797,111712308,follows
83876527,111712308,follows
11178672,111712308,follows
14269768,111712308,follows
168295477,111712308,follows
13493302,111712308,follows
15935927,111712308,follows
120181944,111712308,follows
24773177,111712308,follows
28657802,111712308,follows
16017475,111712308,follows
21307076,111712308,follows
13967302,111712308,follows
5907272,111712308,follows
86224590,111712308,follows
16146513,111712308,follows
13524182,111712308,follows
63004503,111712308,follows
21111896,111712308,follows
4207961,111712308,follows
15667291,111712308,follows
17092444,111712308,follows
16742806,111712308,follows
305766622,111712308,follows
95418595,111712308,follows
11107172,111712308,follows
14266598,111712308,follows
69193833,111712308,follows
15334380,111712308,follows
88392301,111712308,follows
14246001,111712308,follows
18622869,111712308,follows
465158654,111712308,follows
846187382,111712308,follows
19608297,111712308,follows
21786618,111712308,follows
14606079,111712308,follows
22737278,111712308,follows
16228479,111712308,follows
57917441,27793335,follows
31190530,27793335,follows
15446531,27793335,follows
18510860,27793335,follows
414962189,27793335,follows
15407632,27793335,follows
23410776,27793335,follows
17418770,27793335,follows
14073364,27793335,follows
21414576,27793335,follows
14957147,27793335,follows
5502502,27793335,follows
23833641,27793335,follows
52615210,27793335,follows
121827883,27793335,follows
15246892,27793335,follows
14067246,27793335,follows
20508720,27793335,follows
260959284,27793335,follows
13493302,27793335,follows
21016633,27793335,follows
5743162,27793335,follows
12193342,27793335,follows
50684256,27793335,follows
16017475,27793335,follows
57438788,27793335,follows
131497030,27793335,follows
37501003,27793335,follows
14090321,27793335,follows
30050899,27793335,follows
164412502,27793335,follows
16955991,27793335,follows
51080280,27793335,follows
23995748,27793335,follows
15667291,27793335,follows
15470688,27793335,follows
14335586,27793335,follows
4099171,27793335,follows
226963044,27793335,follows
14337131,27793335,follows
24932461,27793335,follows
335369838,27793335,follows
318518392,27793335,follows
17376893,27793335,follows
16455297,27793335,follows
14155907,27793335,follows
34423941,27793335,follows
462319753,27793335,follows
810129,27793335,follows
17290902,27793335,follows
142653593,27793335,follows
204937371,27793335,follows
13393052,27793335,follows
15902877,27793335,follows
16019108,27793335,follows
16314021,27793335,follows
91180720,27793335,follows
24044209,27793335,follows
69181624,27793335,follows
59031230,27793335,follows
19119809,27793335,follows
14881478,27793335,follows
437561031,27793335,follows
15859912,27793335,follows
250734793,27793335,follows
628698827,27793335,follows
14764240,27793335,follows
159562452,27793335,follows
15727317,27793335,follows
275162328,27793335,follows
20728540,27793335,follows
8192222,27793335,follows
335972576,27793335,follows
4816,27793335,follows
16326882,27793335,follows
17643749,27793335,follows
14266598,27793335,follows
19608297,27793335,follows
2517988075,27793335,follows
16378093,27793335,follows
7793902,27793335,follows
20473084,27793335,follows
16132588,27793335,follows
13566,27793335,follows
14606079,27793335,follows
85867265,27793335,follows
10117892,27793335,follows
17580293,27793335,follows
55355654,27793335,follows
466519303,27793335,follows
12609292,27793335,follows
14717197,27793335,follows
53130511,27793335,follows
30000912,27793335,follows
16041234,27793335,follows
28339843,27793335,follows
24431892,27793335,follows
16565806,27793335,follows
27221778,27793335,follows
14700316,27793335,follows
237119773,27793335,follows
153251103,27793335,follows
21293089,27793335,follows
15634728,27793335,follows
116625196,27793335,follows
19605981,27793335,follows
65698096,27793335,follows
552119602,27793335,follows
29283,27793335,follows
22184329,27793335,follows
21844284,27793335,follows
18587457,27793335,follows
184090947,27793335,follows
9715012,27793335,follows
45629254,27793335,follows
25344328,27793335,follows
118530377,27793335,follows
16098834,27793335,follows
475286355,27793335,follows
14752085,27793335,follows
4207961,27793335,follows
26657119,27793335,follows
188809568,27793335,follows
14190948,27793335,follows
36743910,27793335,follows
50381166,27793335,follows
336218991,27793335,follows
20818801,27793335,follows
10886522,27793335,follows
16935292,27793335,follows
22737278,27793335,follows
15949696,27793335,follows
15458694,27793335,follows
65801609,27793335,follows
45585297,27793335,follows
16129920,27793335,follows
15941955,27793335,follows
18622869,27793335,follows
334332822,27793335,follows
46213956,27793335,follows
15345563,27793335,follows
21268897,27793335,follows
22986148,27793335,follows
28145061,27793335,follows
494583213,27793335,follows
52652974,27793335,follows
1286312880,27793335,follows
193398195,27793335,follows
15935927,27793335,follows
18730427,27793335,follows
14529929,27793335,follows
15949253,27793335,follows
21005767,27793335,follows
19826122,27793335,follows
15985111,27793335,follows
18094552,27793335,follows
26862045,27793335,follows
1947301,27793335,follows
18641382,27793335,follows
117543420,27793335,follows
14292458,27793335,follows
1611519468,27793335,follows
145097709,27793335,follows
16076272,27793335,follows
20707070,27793335,follows
68261372,27793335,follows
465158654,27793335,follows
30073343,27793335,follows
170254080,206254134,follows
16303106,206254134,follows
16122373,206254134,follows
115441158,206254134,follows
25946632,206254134,follows
15978412,206254134,follows
16160267,206254134,follows
18510860,206254134,follows
15407632,206254134,follows
17001490,206254134,follows
385642004,206254134,follows
16973333,206254134,follows
15865878,206254134,follows
15950681,206254134,follows
14329880,206254134,follows
15220768,206254134,follows
15450660,206254134,follows
124690469,206254134,follows
75028014,206254134,follows
23991863,206254134,follows
362682936,206254134,follows
5743162,206254134,follows
47438401,206254134,follows
330502724,206254134,follows
52520517,206254134,follows
17004618,206254134,follows
37501003,206254134,follows
59010637,206254134,follows
50684256,206254134,follows
30050899,206254134,follows
16955991,206254134,follows
40912473,206254134,follows
23839835,206254134,follows
2729061,206254134,follows
8383592,206254134,follows
330361451,206254134,follows
335369838,206254134,follows
18989685,206254134,follows
18742394,206254134,follows
111929982,206254134,follows
15161984,206254134,follows
65045121,206254134,follows
28339843,206254134,follows
478203018,206254134,follows
189376144,206254134,follows
460470940,206254134,follows
15275677,206254134,follows
316901024,206254134,follows
224079521,206254134,follows
14834340,206254134,follows
1947301,206254134,follows
53789862,206254134,follows
18393773,206254134,follows
83876527,206254134,follows
21414576,206254134,follows
24044209,206254134,follows
321589427,206254134,follows
150151712,206254134,follows
127899595,206254134,follows
17150156,206254134,follows
4816,206254134,follows
27239121,206254134,follows
13524182,206254134,follows
335972576,206254134,follows
25913058,206254134,follows
15173859,206254134,follows
11388132,206254134,follows
36743910,206254134,follows
14296273,206254134,follows
116009193,206254134,follows
23588075,206254134,follows
15335662,206254134,follows
49184040,206254134,follows
435287678,206254134,follows
14287094,206254134,follows
399156475,206254134,follows
13566,206254134,follows
14606079,206254134,follows
16076032,206254134,follows
12245632,206254134,follows
8548612,206254134,follows
55355654,206254134,follows
57736980,206254134,follows
316389142,206254134,follows
40197402,206254134,follows
14700316,206254134,follows
1459232030,206254134,follows
240369959,206254134,follows
634734888,206254134,follows
38271276,206254134,follows
213722368,206254134,follows
16799023,206254134,follows
14855994,206254134,follows
15634728,206254134,follows
20479813,206254134,follows
1372792136,206254134,follows
13496142,206254134,follows
188809568,206254134,follows
385150802,206254134,follows
348010835,206254134,follows
550010708,206254134,follows
14752085,206254134,follows
63004503,206254134,follows
4207961,206254134,follows
93236063,206254134,follows
340441440,206254134,follows
167792994,206254134,follows
87502184,206254134,follows
30490986,206254134,follows
84816752,206254134,follows
2329066872,206254134,follows
16935292,206254134,follows
16129920,206254134,follows
770648450,206254134,follows
15458181,206254134,follows
319675272,206254134,follows
18622869,206254134,follows
16589206,206254134,follows
18267544,206254134,follows
24223641,206254134,follows
289420613,206254134,follows
22063600,206254134,follows
102581666,206254134,follows
22986148,206254134,follows
78890225,206254134,follows
13393052,206254134,follows
224739244,206254134,follows
606776750,206254134,follows
1286312880,206254134,follows
50149303,206254134,follows
198584761,206254134,follows
14677919,206254134,follows
72763332,206254134,follows
52652974,206254134,follows
19826122,206254134,follows
869825995,206254134,follows
57411021,206254134,follows
17006157,206254134,follows
15985111,206254134,follows
19605981,206254134,follows
241252324,206254134,follows
18706257,206254134,follows
41287144,206254134,follows
99718121,206254134,follows
18650093,206254134,follows
16076272,206254134,follows
6721522,206254134,follows
73416019,206254134,follows
18276341,206254134,follows
21786618,206254134,follows
117543420,206254134,follows
158414847,206254134,follows
29602818,93479945,follows
2444931,93479945,follows
34423941,93479945,follows
6508552,93479945,follows
16403723,93479945,follows
47414159,93479945,follows
14073364,93479945,follows
18890779,93479945,follows
50769309,93479945,follows
54646308,93479945,follows
17094311,93479945,follows
82653611,93479945,follows
16565806,93479945,follows
19605981,93479945,follows
18851248,93479945,follows
16469809,93479945,follows
13493302,93479945,follows
15935927,93479945,follows
184090947,93479945,follows
14881478,93479945,follows
16664012,93479945,follows
19396560,93479945,follows
22986148,93479945,follows
5692122,93479945,follows
26862045,93479945,follows
34642256,93479945,follows
14292458,93479945,follows
14337131,93479945,follows
16591728,93479945,follows
102787318,93479945,follows
15347711,93479945,follows
20473084,93479945,follows
30519678,93479945,follows
30073343,93479945,follows
21982720,384915512,follows
16303106,384915512,follows
15446531,384915512,follows
16122373,384915512,follows
25946632,384915512,follows
18510860,384915512,follows
59547153,384915512,follows
385642004,384915512,follows
4207961,384915512,follows
30513693,384915512,follows
15220768,384915512,follows
15667291,384915512,follows
266715173,384915512,follows
52615210,384915512,follows
148529707,384915512,follows
18164272,384915512,follows
260959284,384915512,follows
13493302,384915512,follows
16017475,384915512,follows
57438788,384915512,follows
17004618,384915512,follows
37501003,384915512,follows
17006157,384915512,follows
16955991,384915512,follows
40912473,384915512,follows
23601242,384915512,follows
23839835,384915512,follows
17328222,384915512,follows
19519071,384915512,follows
15470688,384915512,follows
14335586,384915512,follows
8383592,384915512,follows
330361451,384915512,follows
335369838,384915512,follows
18742394,384915512,follows
16228479,384915512,follows
12245632,384915512,follows
16455297,384915512,follows
14155907,384915512,follows
23023236,384915512,follows
189376144,384915512,follows
15164565,384915512,follows
13393052,384915512,follows
15275677,384915512,follows
14834340,384915512,follows
1947301,384915512,follows
17650854,384915512,follows
49697450,384915512,follows
83876527,384915512,follows
91180720,384915512,follows
24044209,384915512,follows
69181624,384915512,follows
275393723,384915512,follows
628698827,384915512,follows
4816,384915512,follows
15727317,384915512,follows
59159771,384915512,follows
33792634,384915512,follows
8192222,384915512,follows
335972576,384915512,follows
928481,384915512,follows
16326882,384915512,follows
15173859,384915512,follows
23995748,384915512,follows
2517988075,384915512,follows
16378093,384915512,follows
15335662,384915512,follows
14287094,384915512,follows
20707070,384915512,follows
14606079,384915512,follows
16076032,384915512,follows
16129920,384915512,follows
47349506,384915512,follows
46877654,384915512,follows
55355654,384915512,follows
466519303,384915512,follows
38271276,384915512,follows
14717197,384915512,follows
30000912,384915512,follows
28339843,384915512,follows
14700316,384915512,follows
20508720,384915512,follows
7900962,384915512,follows
135897307,384915512,follows
348149036,384915512,follows
17144115,384915512,follows
19377975,384915512,follows
14855994,384915512,follows
18587457,384915512,follows
46213956,384915512,follows
